"","V1","match_id","match_date","match_time","outcome","closing_odds_outcome","home_opening","home_closing","draw_opening","draw_closing","away_opening","away_closing","home_opening_minus_closing","draw_opening_minus_closing","away_opening_minus_closing","home_min","home_max","home_range","draw_min","draw_max","draw_range","away_min","away_max","away_range"
"413",413,7148534,"2016-04-03","17:00:00","home",1.95,1.95,1.95,3.6,3.5,4.2,3.8,0,0.1,0.4,1.95,2.1,0.15,3.4,3.6,0.2,3.5,4.33,0.83
"414",414,8058580,"2016-04-09","13:45:00","draw",3.5,4,3.6,3.8,3.5,1.95,2,0.4,0.3,-0.05,3.6,4,0.4,3.5,3.8,0.3,1.91,2,0.0900000000000001
"415",415,8058876,"2016-04-09","16:00:00","away",2.2,3.75,3.4,3.5,3.2,2.1,2.2,0.35,0.3,-0.1,3.4,4,0.6,3.2,3.5,0.3,2.05,2.25,0.2
"416",416,8058877,"2016-04-09","16:00:00","home",2.05,1.91,2.05,3.6,3.4,4.5,3.6,-0.14,0.2,0.9,1.91,2.15,0.24,3.4,3.6,0.2,3.6,4.5,0.9
"417",417,8058878,"2016-04-09","16:00:00","home",1.53,1.62,1.53,4.2,4,6,6,0.0900000000000001,0.2,0,1.53,1.67,0.14,4,4.2,0.2,5.75,6.5,0.75
"418",418,8058879,"2016-04-09","16:00:00","home",3.75,3.1,3.75,3.3,3.4,2.5,2,-0.65,-0.1,0.5,3.1,4,0.9,3.3,3.5,0.2,2,2.5,0.5
"419",419,8058880,"2016-04-09","16:00:00","draw",3.3,3.5,3.4,3.4,3.3,2.25,2.15,0.1,0.1,0.1,3.4,3.6,0.2,3.3,3.5,0.2,2.15,2.3,0.15
"420",420,8059278,"2016-04-09","18:30:00","home",1.29,1.33,1.29,5.5,5,11,12,0.04,0.5,-1,1.29,1.36,0.0700000000000001,5,5.75,0.75,9,12,3
"421",421,8220070,"2016-04-10","14:30:00","away",2.1,3.25,3.4,3.3,3.4,2.4,2.1,-0.15,-0.1,0.3,3.25,3.8,0.55,3.3,3.4,0.1,2.1,2.4,0.3
"422",422,8220461,"2016-04-10","17:00:00","home",1.55,1.65,1.55,4,4,6,5.75,0.0999999999999999,0,0.25,1.55,1.67,0.12,3.75,4.2,0.45,5.75,6,0.25
"423",423,8220462,"2016-04-10","17:00:00","home",1.91,2,1.91,3.6,3.5,4,4,0.0900000000000001,0.1,0,1.91,2.05,0.14,3.5,3.6,0.1,3.9,4.5,0.6
"424",424,8684575,"2016-04-13","21:00:00","draw",3.3,2.63,3.1,3.4,3.3,2.88,2.3,-0.47,0.1,0.58,2.63,3.1,0.47,3.25,3.4,0.15,2.3,2.88,0.58
"425",425,9149278,"2016-04-16","13:45:00","away",3,2.3,2.38,3.4,3.25,3.4,3,-0.0800000000000001,0.15,0.4,2.3,2.45,0.15,3.25,3.4,0.15,3,3.4,0.4
"426",426,9149576,"2016-04-16","16:00:00","draw",3.3,3,2.25,3.4,3.3,2.5,3.2,0.75,0.1,-0.7,2.25,3.1,0.85,3.25,3.4,0.15,2.45,3.2,0.75
"427",427,9149577,"2016-04-16","16:00:00","home",1.2,1.25,1.2,6.5,6,15,15,0.05,0.5,0,1.2,1.29,0.0900000000000001,5.75,7,1.25,13,17,4
"428",428,9149578,"2016-04-16","16:00:00","home",2.3,2.5,2.3,3.4,3.25,3,3.1,0.2,0.15,-0.1,2.3,2.5,0.2,3.25,3.4,0.15,3,3.4,0.4
"429",429,9149579,"2016-04-16","16:00:00","away",3.2,2.4,2.3,3.2,3.2,3.4,3.2,0.1,0,0.2,2.3,2.4,0.1,3.2,3.25,0.0499999999999998,3.2,3.5,0.3
"430",430,9150029,"2016-04-16","18:30:00","away",2.8,2.6,2.5,3.5,3.3,2.8,2.8,0.1,0.2,0,2.5,2.88,0.38,3.25,3.6,0.35,2.6,2.8,0.2
"431",431,9308688,"2016-04-17","14:30:00","away",2.15,2.7,3.3,3.4,3.4,2.75,2.15,-0.6,0,0.6,2.65,3.6,0.95,3.4,3.5,0.1,2.15,2.8,0.65
"432",432,9308689,"2016-04-17","14:30:00","draw",3.5,1.95,1.95,3.6,3.5,4.2,3.75,0,0.1,0.45,1.83,2,0.17,3.5,3.7,0.2,3.75,4.2,0.45
"433",433,9309100,"2016-04-17","17:00:00","draw",5,1.33,1.33,5.75,5,10,9,0,0.75,1,1.33,1.36,0.03,5,5.75,0.75,9,10,1
"434",434,9469706,"2016-04-18","21:00:00","away",1.85,5,4.5,3.9,3.75,1.75,1.85,0.5,0.15,-0.1,4.5,5.5,1,3.75,4,0.25,1.7,1.85,0.15
